Back to Contents,Data 1: Weekly Henry Hub Natural Gas Spot Price (Dollars per Million Btu)
Sourcekey,RNGWHHD
Date,Weekly Henry Hub Natural Gas Spot Price (Dollars per Million Btu)
2018-03-02 00:00:00,2.64
2018-03-09 00:00:00,2.74
2018-03-16 00:00:00,2.71
2018-03-23 00:00:00,2.66
2018-03-30 00:00:00,2.67
2018-04-06 00:00:00,2.79
2018-04-13 00:00:00,2.78
2018-04-20 00:00:00,2.83
2018-04-27 00:00:00,2.8
2018-05-04 00:00:00,2.75
2018-05-11 00:00:00,2.76
2018-05-18 00:00:00,2.8
2018-05-25 00:00:00,2.83
2018-06-01 00:00:00,2.88
2018-06-08 00:00:00,2.92
2018-06-15 00:00:00,2.99
2018-06-22 00:00:00,2.99
2018-06-29 00:00:00,2.98
2018-07-06 00:00:00,2.91
2018-07-13 00:00:00,2.89
2018-07-20 00:00:00,2.78
2018-07-27 00:00:00,2.79
2018-08-03 00:00:00,2.8
2018-08-10 00:00:00,2.96
2018-08-17 00:00:00,3
2018-08-24 00:00:00,3.01
2018-08-31 00:00:00,2.97
2018-09-07 00:00:00,2.94
2018-09-14 00:00:00,2.93
2018-09-21 00:00:00,3.03
2018-09-28 00:00:00,3.06
2018-10-05 00:00:00,3.23
2018-10-12 00:00:00,3.3
2018-10-19 00:00:00,3.26
2018-10-26 00:00:00,3.32
2018-11-02 00:00:00,3.28
2018-11-09 00:00:00,3.58
2018-11-16 00:00:00,4.23
2018-11-23 00:00:00,4.67
2018-11-30 00:00:00,4.43
2018-12-07 00:00:00,4.49
2018-12-14 00:00:00,4.38
2018-12-21 00:00:00,3.73
2018-12-28 00:00:00,3.26
2019-01-04 00:00:00,2.92
2019-01-11 00:00:00,2.89
2019-01-18 00:00:00,3.5
2019-01-25 00:00:00,3.19
2019-02-01 00:00:00,2.9
2019-02-08 00:00:00,2.59
2019-02-15 00:00:00,2.65
2019-02-22 00:00:00,2.71
2019-03-01 00:00:00,2.91
2019-03-08 00:00:00,3.28
2019-03-15 00:00:00,2.89
2019-03-22 00:00:00,2.86
2019-03-29 00:00:00,2.71
2019-04-05 00:00:00,2.7
2019-04-12 00:00:00,2.72
2019-04-19 00:00:00,2.62
2019-04-26 00:00:00,2.56
2019-05-03 00:00:00,2.59
2019-05-10 00:00:00,2.6
2019-05-17 00:00:00,2.67
2019-05-24 00:00:00,2.66
2019-05-31 00:00:00,2.66
2019-06-07 00:00:00,2.45
2019-06-14 00:00:00,2.41
2019-06-21 00:00:00,2.4
2019-06-28 00:00:00,2.34
2019-07-05 00:00:00,2.31
2019-07-12 00:00:00,2.47
2019-07-19 00:00:00,2.44
2019-07-26 00:00:00,2.3
2019-08-02 00:00:00,2.24
2019-08-09 00:00:00,2.11
2019-08-16 00:00:00,2.21
2019-08-23 00:00:00,2.27
2019-08-30 00:00:00,2.28
2019-09-06 00:00:00,2.46
2019-09-13 00:00:00,2.64
2019-09-20 00:00:00,2.63
2019-09-27 00:00:00,2.52
2019-10-04 00:00:00,2.33
2019-10-11 00:00:00,2.26
2019-10-18 00:00:00,2.25
2019-10-25 00:00:00,2.25
2019-11-01 00:00:00,2.62
2019-11-08 00:00:00,2.82
2019-11-15 00:00:00,2.73
2019-11-22 00:00:00,2.58
2019-11-29 00:00:00,2.49
2019-12-06 00:00:00,2.38
2019-12-13 00:00:00,2.24
2019-12-20 00:00:00,2.28
2019-12-27 00:00:00,2.05
2020-01-03 00:00:00,2.07
2020-01-10 00:00:00,2.1
